"name","category","size","open_date","close_date","owner","description","hours","source","scrape_date"
"Bienvenue Dans Votre Marché Groslay","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Guyancourt","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Haute-goulaine","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Hautmont","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Hazebrouck","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Hem","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Herblay","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-19:30 Lundi 25/05 : Ouverture exceptionnelle 9:00-19:30","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Hoenheim","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Hyères","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Hénin-beaumont","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Jouy-aux-arches","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Kingersheim","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché L'isle D'abeau","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché La Garde","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché La Queue-en-brie","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché La Queue-en-brie Hippodrome","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché La Richardais (dinard)","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-19:30 Lundi 25/05 : Ouverture exceptionnelle 9:00-19:30","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché La Sentinelle","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché La Seyne-sur-mer","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché La Teste-de-buch","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché La Trinité","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Lagny-le-sec","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Laval","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Laval Saint-nicolas","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Lavau","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Laxou","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Le Creusot","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Le Havre","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Le Mans","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Le Muy","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Le Poinçonnet","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Le Pontet","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Le Vieil-évreux","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Lempdes","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Les Clayes-sous-bois","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-19:30 Lundi 25/05 : Ouverture exceptionnelle 9:00-19:30","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Les Pennes Mirabeau","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-19:30 Lundi 25/05 : Ouverture exceptionnelle 9:00-19:30","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Les Sables-d'olonne","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-19:30 Lundi 25/05 : Ouverture exceptionnelle 9:00-19:30","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Lescar (pau)","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Lescure D'albigeois","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Lexy","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Lieusaint","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Limoges Centre","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Limoges Nord","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Limoges Sud","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Limonest","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Livry-gargan","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Liévin","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Lomme","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Longvic","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Lorient","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Luisant","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Mably","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Malauzat","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Malemort Sur Corrèze","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Mantes-la-ville","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-19:30 Lundi 25/05 : Ouverture exceptionnelle 9:00-19:30","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Marguerittes","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Marly","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Marsannay-la-côte","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Marseille Einstein (13ème)","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-19:30 Lundi 25/05 : Ouverture exceptionnelle 9:00-19:30","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Marseille La Valentine (11ème)","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-19:30 Lundi 25/05 : Ouverture exceptionnelle 9:00-19:30","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Marseille Prado","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-20:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-20:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Meaux","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Mennecy","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Mersch","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-19:00 Samedi 09/05 : Fermeture exceptionnelle Mercredi 13/05 : Ouverture exceptionnelle 8:30-19:00 Jeudi 14/05 : Fermeture exceptionnelle Lundi 25/05 : Fermeture exceptionnelle En Juin Lundi 22/06 : Ouverture exceptionnelle 8:30-18:00 Mardi 23/06 : Fermeture exceptionnelle","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Messancy","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Fermeture exceptionnelle Jeudi 14/05 : Fermeture exceptionnelle Lundi 25/05 : Fermeture exceptionnelle","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Metz-borny","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Meyzieu","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 8:30-20:00 Lundi 25/05 : Ouverture exceptionnelle 8:30-20:00","grandfrais","2026-05-01"
